   2.1875000e+00   0.0000000e+00
   2.1820244e+00   6.4454366e-02
   2.1765350e+00   9.2118598e-02
   2.1710318e+00   1.1372950e-01
   2.1655145e+00   1.3220103e-01
   2.1599832e+00   1.4866035e-01
   2.1544376e+00   1.6368481e-01
   2.1488778e+00   1.7761691e-01
   2.1433035e+00   1.9067954e-01
   2.1377147e+00   2.0302726e-01
   2.1321113e+00   2.1477248e-01
   2.1264930e+00   2.2599992e-01
   2.1208599e+00   2.3677528e-01
   2.1152118e+00   2.4715074e-01
   2.1095486e+00   2.5716851e-01
   2.1038701e+00   2.6686335e-01
   2.0981763e+00   2.7626421e-01
   2.0924670e+00   2.8539556e-01
   2.0867420e+00   2.9427827e-01
   2.0810013e+00   3.0293030e-01
   2.0752447e+00   3.1136725e-01
   2.0694721e+00   3.1960277e-01
   2.0636834e+00   3.2764887e-01
   2.0578783e+00   3.3551618e-01
   2.0520569e+00   3.4321418e-01
   2.0462189e+00   3.5075135e-01
   2.0403642e+00   3.5813533e-01
   2.0344926e+00   3.6537300e-01
   2.0286040e+00   3.7247062e-01
   2.0226983e+00   3.7943388e-01
   2.0167754e+00   3.8626798e-01
   2.0108349e+00   3.9297768e-01
   2.0048769e+00   3.9956738e-01
   1.9989011e+00   4.0604111e-01
   1.9929073e+00   4.1240261e-01
   1.9868955e+00   4.1865536e-01
   1.9808655e+00   4.2480258e-01
   1.9748170e+00   4.3084728e-01
   1.9687500e+00   4.3679226e-01
   1.9626642e+00   4.4264016e-01
   1.9565595e+00   4.4839344e-01
   1.9504356e+00   4.5405441e-01
   1.9442925e+00   4.5962525e-01
   1.9381299e+00   4.6510803e-01
   1.9319477e+00   4.7050466e-01
   1.9257456e+00   4.7581700e-01
   1.9195235e+00   4.8104676e-01
   1.9132811e+00   4.8619558e-01
   1.9070183e+00   4.9126502e-01
   1.9007348e+00   4.9625654e-01
   1.8944306e+00   5.0117154e-01
   1.8881052e+00   5.0601132e-01
   1.8817587e+00   5.1077713e-01
   1.8753906e+00   5.1547016e-01
   1.8690008e+00   5.2009149e-01
   1.8625891e+00   5.2464220e-01
   1.8561553e+00   5.2912324e-01
   1.8496991e+00   5.3353554e-01
   1.8432203e+00   5.3787997e-01
   1.8367186e+00   5.4215730e-01
   1.8301938e+00   5.4636828e-01
   1.8236457e+00   5.5051357e-01
   1.8170740e+00   5.5459377e-01
   1.8104784e+00   5.5860943e-01
   1.8038587e+00   5.6256102e-01
   1.7972146e+00   5.6644894e-01
   1.7905459e+00   5.7027351e-01
   1.7838523e+00   5.7403499e-01
   1.7771334e+00   5.7773355e-01
   1.7703890e+00   5.8136928e-01
   1.7636189e+00   5.8494218e-01
   1.7568226e+00   5.8845215e-01
   1.7500000e+00   5.9189900e-01
   1.7431507e+00   5.9528243e-01
   1.7362743e+00   5.9860201e-01
   1.7293706e+00   6.0185720e-01
   1.7224392e+00   6.0504731e-01
   1.7154798e+00   6.0817151e-01
   1.7084921e+00   6.1122882e-01
   1.7014757e+00   6.1421806e-01
   1.6944302e+00   6.1713787e-01
   1.6873553e+00   6.1998668e-01
   1.6802506e+00   6.2276267e-01
   1.6731158e+00   6.2546378e-01
   1.6659504e+00   6.2808764e-01
   1.6587540e+00   6.3063156e-01
   1.6515263e+00   6.3309251e-01
   1.6442668e+00   6.3546704e-01
