   1.6369751e+00   6.3775124e-01
   1.6296508e+00   6.3994070e-01
   1.6222934e+00   6.4203043e-01
   1.6149025e+00   6.4401479e-01
   1.6074776e+00   6.4588737e-01
   1.6000183e+00   6.4764094e-01
   1.5925240e+00   6.4926727e-01
   1.5849943e+00   6.5075704e-01
   1.5774287e+00   6.5209962e-01
   1.5698266e+00   6.5328292e-01
   1.5621875e+00   6.5429313e-01
   1.5545108e+00   6.5511444e-01
   1.5467961e+00   6.5572875e-01
   1.5390427e+00   6.5611525e-01
   1.5312500e+00   6.5625000e-01
   1.5234175e+00   6.5610537e-01
   1.5155445e+00   6.5564944e-01
   1.5076303e+00   6.5484522e-01
   1.4996744e+00   6.5364982e-01
   1.4916761e+00   6.5201337e-01
   1.4836347e+00   6.4987787e-01
   1.4755494e+00   6.4717576e-01
   1.4674196e+00   6.4382831e-01
   1.4592445e+00   6.3974374e-01
   1.4510233e+00   6.3481502e-01
   1.4427553e+00   6.2891732e-01
   1.4344397e+00   6.2190494e-01
   1.4260755e+00   6.1360749e-01
   1.4176620e+00   6.0382496e-01
   1.4091983e+00   5.9232084e-01
   1.4006834e+00   5.7881220e-01
   1.3921165e+00   5.6295444e-01
   1.3834965e+00   5.4431722e-01
   1.3748224e+00   5.2234512e-01
   1.3660933e+00   4.9629104e-01
   1.3573081e+00   4.6509762e-01
   1.3484656e+00   4.2716975e-01
   1.3395647e+00   3.7988324e-01
   1.3306043e+00   3.1829941e-01
   1.3215832e+00   2.3033851e-01
   1.3125000e+00   0.0000000e+00
   1.3215832e+00  -2.1847266e-01
   1.3306043e+00  -3.0011512e-01
   1.3395647e+00  -3.5934052e-01
   1.3484656e+00  -4.0722215e-01
   1.3573081e+00  -4.4804127e-01
   1.3660933e+00  -4.8397602e-01
   1.3748224e+00  -5.1630516e-01
   1.3834965e+00  -5.4585009e-01
   1.3921165e+00  -5.7317239e-01
   1.4006834e+00  -5.9867402e-01
   1.4091983e+00  -6.2265304e-01
   1.4176620e+00  -6.4533683e-01
   1.4260755e+00  -6.5460774e-01
   1.4344397e+00  -6.5131913e-01
   1.4427553e+00  -6.4802469e-01
   1.4510233e+00  -6.4472400e-01
   1.4592445e+00  -6.4141667e-01
   1.4674196e+00  -6.3810233e-01
   1.4755494e+00  -6.3478060e-01
   1.4836347e+00  -6.3145115e-01
   1.4916761e+00  -6.2811364e-01
   1.4996744e+00  -6.2476775e-01
   1.5076303e+00  -6.2141318e-01
   1.5155445e+00  -6.1804962e-01
   1.5234175e+00  -6.1467677e-01
   1.5312500e+00  -6.1129435e-01
   1.5390427e+00  -6.0790209e-01
   1.5467961e+00  -6.0449969e-01
   1.5545108e+00  -6.0108690e-01
   1.5621875e+00  -5.9766344e-01
   1.5698266e+00  -5.9422904e-01
   1.5774287e+00  -5.9078345e-01
   1.5849943e+00  -5.8732640e-01
   1.5925240e+00  -5.8385763e-01
   1.6000183e+00  -5.8037687e-01
   1.6074776e+00  -5.7688387e-01
   1.6149025e+00  -5.7337836e-01
   1.6222934e+00  -5.6986008e-01
   1.6296508e+00  -5.6632876e-01
   1.6369751e+00  -5.6278414e-01
   1.6442668e+00  -5.5922594e-01
   1.6515263e+00  -5.5565389e-01
   1.6587540e+00  -5.5206770e-01
   1.6659504e+00  -5.4846711e-01
   1.6731158e+00  -5.4485181e-01
   1.6802506e+00  -5.4122153e-01
   1.6873553e+00  -5.3757595e-01
   1.6944302e+00  -5.3391477e-01
   1.7014757e+00  -5.3023769e-01
   1.7084921e+00  -5.2654439e-01
   1.7154798e+00  -5.2283453e-01
   1.7224392e+00  -5.1910778e-01
   1.7293706e+00  -5.1536381e-01
   1.7362743e+00  -5.1160225e-01
   1.7431507e+00  -5.0782273e-01
   1.7500000e+00  -5.0402490e-01
   1.7568226e+00  -5.0020834e-01
   1.7636189e+00  -4.9637268e-01
   1.7703890e+00  -4.9251748e-01
   1.7771334e+00  -4.8864233e-01
   1.7838523e+00  -4.8474677e-01
   1.7905459e+00  -4.8083035e-01
   1.7972146e+00  -4.7689259e-01
   1.8038587e+00  -4.7293299e-01
   1.8104784e+00  -4.6895103e-01
   1.8170740e+00  -4.6494618e-01
   1.8236457e+00  -4.6091786e-01
   1.8301938e+00  -4.5686549e-01
   1.8367186e+00  -4.5278847e-01
   1.8432203e+00  -4.4868614e-01
   1.8496991e+00  -4.4455783e-01
   1.8561553e+00  -4.4040285e-01
   1.8625891e+00  -4.3622044e-01
   1.8690008e+00  -4.3200984e-01
   1.8753906e+00  -4.2777023e-01
   1.8817587e+00  -4.2350074e-01
   1.8881052e+00  -4.1920048e-01
   1.8944306e+00  -4.1486849e-01
   1.9007348e+00  -4.1050375e-01
   1.9070183e+00  -4.0610521e-01
   1.9132811e+00  -4.0167173e-01
   1.9195235e+00  -3.9720212e-01
   1.9257456e+00  -3.9269511e-01
   1.9319477e+00  -3.8814934e-01
   1.9381299e+00  -3.8356338e-01
   1.9442925e+00  -3.7893571e-01
   1.9504356e+00  -3.7426469e-01
   1.9565595e+00  -3.6954858e-01
   1.9626642e+00  -3.6478551e-01
   1.9687500e+00  -3.5997349e-01
   1.9748170e+00  -3.5511037e-01
   1.9808655e+00  -3.5019385e-01
   1.9868955e+00  -3.4522144e-01
   1.9929073e+00  -3.4019047e-01
   1.9989011e+00  -3.3509804e-01
   2.0048769e+00  -3.2994100e-01
   2.0108349e+00  -3.2471595e-01
   2.0167754e+00  -3.1941918e-01
   2.0226983e+00  -3.1404665e-01
   2.0286040e+00  -3.0859392e-01
   2.0344926e+00  -3.0305615e-01
   2.0403642e+00  -2.9742798e-01
   2.0462189e+00  -2.9170352e-01
   2.0520569e+00  -2.8587625e-01
   2.0578783e+00  -2.7993889e-01
   2.0636834e+00  -2.7388333e-01
   2.0694721e+00  -2.6770050e-01
   2.0752447e+00  -2.6138014e-01
   2.0810013e+00  -2.5491065e-01
   2.0867420e+00  -2.4827881e-01
   2.0924670e+00  -2.4146947e-01
   2.0981763e+00  -2.3446510e-01
   2.1038701e+00  -2.2724532e-01
   2.1095486e+00  -2.1978615e-01
   2.1152118e+00  -2.1205916e-01
   2.1208599e+00  -2.0403015e-01
   2.1264930e+00  -1.9565747e-01
   2.1321113e+00  -1.8688955e-01
   2.1377147e+00  -1.7766133e-01
   2.1433035e+00  -1.6788875e-01
   2.1488778e+00  -1.5746016e-01
   2.1544376e+00  -1.4622171e-01
   2.1599832e+00  -1.3395135e-01
   2.1655145e+00  -1.2030742e-01
   2.1710318e+00  -1.0471350e-01
   2.1765350e+00  -8.6043360e-02
   2.1820244e+00  -6.1384098e-02
   2.1875000e+00   0.0000000e+00
